tDate,Country,NumberOfTest
2021-09-25,Australia,0
2021-09-25,Austria,352913
2021-09-25,Belgium,43908
2021-09-25,Canada,120336
2021-09-25,Chile,70774
2021-09-25,Colombia,44201
2021-09-25,Costa Rica,7445
2021-09-25,Czechia,52719
2021-09-25,Denmark,21506
2021-09-25,Estonia,4473
2021-09-25,Finland,7151
2021-09-25,France,531971
2021-09-25,Germany,0
2021-09-25,Greece,0
2021-09-25,Hungary,0
2021-09-25,Iceland,913
2021-09-25,Ireland,25049
2021-09-25,Israel,69947
2021-09-25,Italy,423626
2021-09-25,Japan,55159
2021-09-25,Lithuania,13835
2021-09-25,Luxembourg,2171
2021-09-25,Mexico,9364
2021-09-25,Netherlands,0
2021-09-25,New Zealand,14277
2021-09-25,Norway,5954
2021-09-25,Poland,71027
2021-09-25,Portugal,36661
2021-09-25,Slovakia,21330
2021-09-25,Slovenia,2312
2021-09-25,South Korea,37932
2021-09-25,Sweden,23127
2021-09-25,Switzerland,36894
2021-09-25,Taiwan,19753
2021-09-25,Turkey,342145
2021-09-25,United Kingdom,767239
2021-09-25,United States,1002424
