tDate,Country,NumberOfTest
2022-01-21,Australia,187145
2022-01-21,Austria,616780
2022-01-21,Belgium,137567
2022-01-21,Canada,107715
2022-01-21,Chile,102755
2022-01-21,Colombia,85413
2022-01-21,Czechia,151782
2022-01-21,Denmark,227000
2022-01-21,Estonia,13674
2022-01-21,Finland,24709
2022-01-21,France,1362344
2022-01-21,Greece,420401
2022-01-21,Hungary,49275
2022-01-21,Ireland,20602
2022-01-21,Israel,347667
2022-01-21,Italy,1117553
2022-01-21,Japan,233676
2022-01-21,Latvia,25399
2022-01-21,Lithuania,26789
2022-01-21,Luxembourg,6625
2022-01-21,Mexico,37523
2022-01-21,Netherlands,140392
2022-01-21,New Zealand,0
2022-01-21,Norway,39780
2022-01-21,Poland,282194
2022-01-21,Portugal,380451
2022-01-21,Slovakia,43628
2022-01-21,Slovenia,14670
2022-01-21,South Korea,218340
2022-01-21,Spain,319493
2022-01-21,Switzerland,113781
2022-01-21,Taiwan,26494
2022-01-21,Turkey,416453
2022-01-21,United Kingdom,1281507
