Date,Country,NumberOfTest
2020-03-17,Belgium,2255
2020-03-17,Canada,11477
2020-03-17,Costa Rica,114
2020-03-17,Denmark,948
2020-03-17,Estonia,231
2020-03-17,Finland,1136
2020-03-17,Germany,0
2020-03-17,Greece,0
2020-03-17,Hungary,117
2020-03-17,Iceland,1400
2020-03-17,Israel,1646
2020-03-17,Italy,10695
2020-03-17,Japan,203
2020-03-17,Latvia,495
2020-03-17,Luxembourg,578
2020-03-17,Mexico,720
2020-03-17,Netherlands,0
2020-03-17,New Zealand,921
2020-03-17,Poland,0
2020-03-17,Portugal,2304
2020-03-17,Slovakia,318
2020-03-17,Slovenia,1121
2020-03-17,South Korea,0
2020-03-17,Taiwan,873
2020-03-17,United States,40186
