Date,Country,NumberOfTest
2020-08-21,Australia,0
2020-08-21,Austria,13972
2020-08-21,Belgium,20813
2020-08-21,Canada,120532
2020-08-21,Chile,28669
2020-08-21,Colombia,34713
2020-08-21,Costa Rica,1838
2020-08-21,Denmark,35709
2020-08-21,Estonia,1392
2020-08-21,Finland,16150
2020-08-21,France,164860
2020-08-21,Germany,0
2020-08-21,Greece,0
2020-08-21,Hungary,3352
2020-08-21,Iceland,588
2020-08-21,Ireland,13080
2020-08-21,Israel,27218
2020-08-21,Italy,116939
2020-08-21,Japan,21866
2020-08-21,Latvia,1602
2020-08-21,Lithuania,4609
2020-08-21,Luxembourg,7805
2020-08-21,Mexico,14349
2020-08-21,Netherlands,0
2020-08-21,New Zealand,12009
2020-08-21,Norway,15277
2020-08-21,Poland,58355
2020-08-21,Portugal,14822
2020-08-21,Slovakia,3833
2020-08-21,Slovenia,1203
2020-08-21,South Korea,16993
2020-08-21,Spain,0
2020-08-21,Sweden,9364
2020-08-21,Switzerland,9936
2020-08-21,Taiwan,217
2020-08-21,Turkey,92227
2020-08-21,United Kingdom,181878
2020-08-21,United States,964840
