tDate,Country,NumberOfTest
2021-06-18,Australia,0
2021-06-18,Austria,489691
2021-06-18,Belgium,44794
2021-06-18,Canada,78156
2021-06-18,Chile,74299
2021-06-18,Colombia,113194
2021-06-18,Costa Rica,8344
2021-06-18,Czechia,173116
2021-06-18,Denmark,82576
2021-06-18,Estonia,3922
2021-06-18,Finland,12311
2021-06-18,France,385860
2021-06-18,Germany,0
2021-06-18,Greece,40669
2021-06-18,Hungary,13492
2021-06-18,Israel,28680
2021-06-18,Italy,265488
2021-06-18,Japan,69009
2021-06-18,Latvia,9922
2021-06-18,Lithuania,14479
2021-06-18,Luxembourg,11731
2021-06-18,Mexico,15433
2021-06-18,Netherlands,0
2021-06-18,New Zealand,5248
2021-06-18,Norway,16467
2021-06-18,Poland,95371
2021-06-18,Portugal,75479
2021-06-18,Slovakia,67529
2021-06-18,Slovenia,2239
2021-06-18,South Korea,31694
2021-06-18,Sweden,21588
2021-06-18,Switzerland,30042
2021-06-18,Taiwan,33124
2021-06-18,Turkey,224128
2021-06-18,United Kingdom,791219
2021-06-18,United States,621000
