Date,Country,NumberOfTest
2020-05-12,Australia,22808
2020-05-12,Austria,9830
2020-05-12,Belgium,20515
2020-05-12,Canada,51659
2020-05-12,Chile,9283
2020-05-12,Costa Rica,73
2020-05-12,Denmark,14777
2020-05-12,Estonia,1372
2020-05-12,Finland,4055
2020-05-12,Germany,0
2020-05-12,Greece,6691
2020-05-12,Hungary,2554
2020-05-12,Iceland,284
2020-05-12,Ireland,6138
2020-05-12,Israel,7538
2020-05-12,Italy,106623
2020-05-12,Japan,288
2020-05-12,Latvia,1900
2020-05-12,Lithuania,7003
2020-05-12,Luxembourg,1391
2020-05-12,Mexico,7158
2020-05-12,Netherlands,0
2020-05-12,New Zealand,7495
2020-05-12,Norway,4798
2020-05-12,Poland,32284
2020-05-12,Portugal,16644
2020-05-12,Slovakia,4326
2020-05-12,Slovenia,1147
2020-05-12,South Korea,6990
2020-05-12,Spain,0
2020-05-12,Taiwan,349
2020-05-12,Turkey,37351
2020-05-12,United Kingdom,74593
2020-05-12,United States,421301
