Date,Country,NumberOfTest
2021-04-18,Australia,0
2021-04-18,Austria,207928
2021-04-18,Belgium,19986
2021-04-18,Canada,140001
2021-04-18,Chile,74989
2021-04-18,Colombia,69964
2021-04-18,Costa Rica,4525
2021-04-18,Czechia,65007
2021-04-18,Denmark,152068
2021-04-18,Estonia,2964
2021-04-18,Finland,10184
2021-04-18,France,52311
2021-04-18,Germany,0
2021-04-18,Greece,25169
2021-04-18,Hungary,28310
2021-04-18,Iceland,986
2021-04-18,Ireland,14507
2021-04-18,Israel,37454
2021-04-18,Italy,311424
2021-04-18,Japan,30571
2021-04-18,Latvia,4801
2021-04-18,Lithuania,8413
2021-04-18,Luxembourg,1610
2021-04-18,Mexico,4591
2021-04-18,Netherlands,0
2021-04-18,New Zealand,0
2021-04-18,Norway,8937
2021-04-18,Poland,130275
2021-04-18,Portugal,14429
2021-04-18,Slovakia,393600
2021-04-18,Slovenia,1644
2021-04-18,South Korea,0
2021-04-18,Spain,0
2021-04-18,Sweden,48658
2021-04-18,Switzerland,10916
2021-04-18,Taiwan,128
2021-04-18,Turkey,301243
2021-04-18,United Kingdom,1673788
2021-04-18,United States,610288
