Date,Country,NumberOfTest
2021-08-13,Australia,0
2021-08-13,Austria,280547
2021-08-13,Belgium,70774
2021-08-13,Canada,72132
2021-08-13,Chile,62430
2021-08-13,Colombia,64820
2021-08-13,Costa Rica,8385
2021-08-13,Czechia,164653
2021-08-13,Denmark,67011
2021-08-13,Estonia,4214
2021-08-13,Finland,21185
2021-08-13,France,1001118
2021-08-13,Germany,0
2021-08-13,Greece,0
2021-08-13,Hungary,8435
2021-08-13,Iceland,2789
2021-08-13,Ireland,22460
2021-08-13,Israel,130667
2021-08-13,Italy,280241
2021-08-13,Japan,134540
2021-08-13,Latvia,8135
2021-08-13,Lithuania,18686
2021-08-13,Luxembourg,5875
2021-08-13,Mexico,43338
2021-08-13,Netherlands,0
2021-08-13,New Zealand,6059
2021-08-13,Norway,17665
2021-08-13,Poland,85112
2021-08-13,Portugal,82805
2021-08-13,Slovakia,20287
2021-08-13,Slovenia,1872
2021-08-13,South Korea,21286
2021-08-13,Sweden,14839
2021-08-13,Switzerland,28006
2021-08-13,Taiwan,22560
2021-08-13,United Kingdom,811549
2021-08-13,United States,1089737
