tDate,Country,NumberOfTest
2021-12-09,Australia,192384
2021-12-09,Austria,301881
2021-12-09,Belgium,87491
2021-12-09,Canada,110197
2021-12-09,Chile,69219
2021-12-09,Colombia,27746
2021-12-09,Czechia,113074
2021-12-09,Denmark,242943
2021-12-09,Estonia,6754
2021-12-09,Finland,21970
2021-12-09,France,912995
2021-12-09,Greece,0
2021-12-09,Hungary,33162
2021-12-09,Iceland,2437
2021-12-09,Ireland,32885
2021-12-09,Israel,101288
2021-12-09,Italy,362509
2021-12-09,Japan,48838
2021-12-09,Latvia,11714
2021-12-09,Lithuania,19194
2021-12-09,Luxembourg,4625
2021-12-09,Netherlands,68244
2021-12-09,New Zealand,34781
2021-12-09,Norway,32109
2021-12-09,Poland,219270
2021-12-09,Portugal,144345
2021-12-09,Slovakia,54011
2021-12-09,Slovenia,5051
2021-12-09,Spain,0
2021-12-09,Switzerland,72121
2021-12-09,Taiwan,13819
2021-12-09,Turkey,350522
2021-12-09,United Kingdom,1330121
2021-12-09,United States,1054617
