Date,Country,NumberOfTest
2020-03-14,Belgium,2171
2020-03-14,Canada,10544
2020-03-14,Costa Rica,127
2020-03-14,Denmark,583
2020-03-14,Estonia,167
2020-03-14,Finland,595
2020-03-14,Greece,700
2020-03-14,Hungary,156
2020-03-14,Iceland,323
2020-03-14,Israel,614
2020-03-14,Italy,11682
2020-03-14,Japan,107
2020-03-14,Latvia,316
2020-03-14,Luxembourg,92
2020-03-14,Mexico,222
2020-03-14,New Zealand,128
2020-03-14,Poland,1525
2020-03-14,Portugal,1253
2020-03-14,Slovakia,197
2020-03-14,Slovenia,916
2020-03-14,South Korea,0
2020-03-14,Taiwan,379
2020-03-14,United States,12989
