tDate,Country,NumberOfTest
2020-03-21,Belgium,2276
2020-03-21,Canada,20196
2020-03-21,Costa Rica,148
2020-03-21,Denmark,602
2020-03-21,Estonia,648
2020-03-21,Finland,1603
2020-03-21,Germany,0
2020-03-21,Greece,658
2020-03-21,Hungary,470
2020-03-21,Iceland,350
2020-03-21,Ireland,1564
2020-03-21,Israel,2108
2020-03-21,Italy,26336
2020-03-21,Japan,132
2020-03-21,Latvia,1389
2020-03-21,Lithuania,332
2020-03-21,Luxembourg,438
2020-03-21,Mexico,494
2020-03-21,Netherlands,0
2020-03-21,New Zealand,1281
2020-03-21,Poland,2012
2020-03-21,Portugal,2516
2020-03-21,Slovakia,440
2020-03-21,Slovenia,872
2020-03-21,South Korea,10666
2020-03-21,Taiwan,1047
2020-03-21,United States,76451
