tDate,Country,NumberOfTest
2022-02-23,Australia,100703
2022-02-23,Austria,630202
2022-02-23,Belgium,42995
2022-02-23,Canada,60839
2022-02-23,Chile,88686
2022-02-23,Colombia,34159
2022-02-23,Czechia,48455
2022-02-23,Denmark,84202
2022-02-23,Estonia,8176
2022-02-23,Finland,15038
2022-02-23,France,328018
2022-02-23,Greece,321146
2022-02-23,Hungary,17290
2022-02-23,Ireland,14732
2022-02-23,Israel,82004
2022-02-23,Italy,479447
2022-02-23,Japan,119617
2022-02-23,Latvia,23639
2022-02-23,Lithuania,17350
2022-02-23,Luxembourg,3278
2022-02-23,Mexico,13183
2022-02-23,Netherlands,62191
2022-02-23,New Zealand,0
2022-02-23,Norway,23844
2022-02-23,Poland,95450
2022-02-23,Portugal,92569
2022-02-23,Slovakia,27105
2022-02-23,Slovenia,17960
2022-02-23,South Korea,557974
2022-02-23,Spain,93828
2022-02-23,Switzerland,50783
2022-02-23,Taiwan,20659
2022-02-23,Turkey,464085
2022-02-23,United Kingdom,775118
