tDate,Country,NumberOfTest
2021-09-16,Australia,223818
2021-09-16,Austria,478750
2021-09-16,Belgium,50402
2021-09-16,Canada,108965
2021-09-16,Chile,61697
2021-09-16,Colombia,55581
2021-09-16,Costa Rica,7322
2021-09-16,Czechia,82628
2021-09-16,Denmark,47191
2021-09-16,Estonia,6452
2021-09-16,Finland,13736
2021-09-16,France,563306
2021-09-16,Greece,155295
2021-09-16,Hungary,15682
2021-09-16,Iceland,1857
2021-09-16,Ireland,28765
2021-09-16,Israel,55081
2021-09-16,Italy,364489
2021-09-16,Japan,96693
2021-09-16,Lithuania,23801
2021-09-16,Luxembourg,4295
2021-09-16,Mexico,6666
2021-09-16,New Zealand,0
2021-09-16,Norway,21343
2021-09-16,Poland,76555
2021-09-16,Portugal,66622
2021-09-16,Slovakia,31148
2021-09-16,Slovenia,6532
2021-09-16,South Korea,0
2021-09-16,Spain,0
2021-09-16,Switzerland,44075
2021-09-16,Taiwan,21020
2021-09-16,Turkey,343142
2021-09-16,United Kingdom,1079738
2021-09-16,United States,1101828
