Date,Country,NumberOfTest
2021-07-06,Australia,92197
2021-07-06,Austria,347381
2021-07-06,Belgium,60168
2021-07-06,Canada,42784
2021-07-06,Chile,33857
2021-07-06,Colombia,68026
2021-07-06,Costa Rica,7378
2021-07-06,Czechia,39027
2021-07-06,Denmark,88053
2021-07-06,Estonia,2646
2021-07-06,Finland,14942
2021-07-06,France,292642
2021-07-06,Greece,66464
2021-07-06,Hungary,4168
2021-07-06,Israel,60685
2021-07-06,Italy,238806
2021-07-06,Japan,53956
2021-07-06,Latvia,8803
2021-07-06,Lithuania,4663
2021-07-06,Luxembourg,7049
2021-07-06,Mexico,24489
2021-07-06,New Zealand,5057
2021-07-06,Norway,14159
2021-07-06,Poland,98415
2021-07-06,Portugal,63991
2021-07-06,Slovakia,17179
2021-07-06,Slovenia,2115
2021-07-06,South Korea,28776
2021-07-06,Switzerland,20943
2021-07-06,Taiwan,27038
2021-07-06,United Kingdom,968588
2021-07-06,United States,465458
