Date,Country,NumberOfTest
2020-06-01,Australia,17652
2020-06-01,Austria,3286
2020-06-01,Belgium,5438
2020-06-01,Canada,68542
2020-06-01,Chile,16890
2020-06-01,Costa Rica,261
2020-06-01,Denmark,8745
2020-06-01,Estonia,1293
2020-06-01,Finland,1685
2020-06-01,France,10045
2020-06-01,Germany,0
2020-06-01,Greece,1905
2020-06-01,Hungary,1985
2020-06-01,Iceland,18
2020-06-01,Ireland,2285
2020-06-01,Israel,8155
2020-06-01,Italy,49447
2020-06-01,Japan,3789
2020-06-01,Latvia,652
2020-06-01,Lithuania,3704
2020-06-01,Luxembourg,421
2020-06-01,Mexico,10665
2020-06-01,Netherlands,0
2020-06-01,New Zealand,671
2020-06-01,Norway,746
2020-06-01,Poland,30093
2020-06-01,Portugal,11635
2020-06-01,Slovakia,6420
2020-06-01,Slovenia,659
2020-06-01,South Korea,9805
2020-06-01,Spain,0
2020-06-01,Switzerland,1772
2020-06-01,Taiwan,186
2020-06-01,Turkey,31525
2020-06-01,United Kingdom,70648
2020-06-01,United States,438679
