tDate,Country,NumberOfTest
2022-02-17,Australia,105258
2022-02-17,Austria,706449
2022-02-17,Belgium,44592
2022-02-17,Canada,59712
2022-02-17,Chile,122384
2022-02-17,Colombia,38982
2022-02-17,Costa Rica,10546
2022-02-17,Czechia,86834
2022-02-17,Denmark,123155
2022-02-17,Estonia,11462
2022-02-17,Finland,20760
2022-02-17,France,367287
2022-02-17,Germany,0
2022-02-17,Greece,0
2022-02-17,Hungary,31329
2022-02-17,Iceland,4721
2022-02-17,Ireland,18672
2022-02-17,Israel,98374
2022-02-17,Italy,538131
2022-02-17,Japan,206304
2022-02-17,Latvia,26943
2022-02-17,Lithuania,15877
2022-02-17,Luxembourg,2847
2022-02-17,Mexico,17150
2022-02-17,Netherlands,73076
2022-02-17,New Zealand,0
2022-02-17,Norway,22119
2022-02-17,Poland,119027
2022-02-17,Portugal,116899
2022-02-17,Slovakia,60960
2022-02-17,Slovenia,78766
2022-02-17,South Korea,395869
2022-02-17,Spain,116930
2022-02-17,Sweden,10233
2022-02-17,Switzerland,54093
2022-02-17,Taiwan,22009
2022-02-17,Turkey,465563
2022-02-17,United Kingdom,951173
2022-02-17,United States,1454780
