Date,Country,NumberOfTest
2021-06-07,Australia,88142
2021-06-07,Austria,292615
2021-06-07,Belgium,42982
2021-06-07,Canada,146126
2021-06-07,Chile,75405
2021-06-07,Colombia,52198
2021-06-07,Costa Rica,3229
2021-06-07,Czechia,258084
2021-06-07,Denmark,127207
2021-06-07,Estonia,4086
2021-06-07,Finland,11907
2021-06-07,France,374056
2021-06-07,Greece,20703
2021-06-07,Hungary,6618
2021-06-07,Israel,25538
2021-06-07,Italy,111291
2021-06-07,Japan,75134
2021-06-07,Latvia,2894
2021-06-07,Lithuania,18465
2021-06-07,Luxembourg,8326
2021-06-07,Mexico,15869
2021-06-07,New Zealand,0
2021-06-07,Norway,21050
2021-06-07,Poland,63899
2021-06-07,Portugal,48702
2021-06-07,Slovakia,61727
2021-06-07,Slovenia,3050
2021-06-07,South Korea,12539
2021-06-07,Spain,0
2021-06-07,Switzerland,20380
2021-06-07,Taiwan,33248
2021-06-07,Turkey,218164
2021-06-07,United Kingdom,928425
2021-06-07,United States,488331
