tDate,Country,NumberOfTest
2022-02-09,Australia,113891
2022-02-09,Austria,758201
2022-02-09,Belgium,63052
2022-02-09,Canada,57758
2022-02-09,Chile,113966
2022-02-09,Colombia,41962
2022-02-09,Czechia,103491
2022-02-09,Denmark,162020
2022-02-09,Estonia,11553
2022-02-09,Finland,19136
2022-02-09,France,575572
2022-02-09,Greece,0
2022-02-09,Hungary,21526
2022-02-09,Ireland,19910
2022-02-09,Israel,154414
2022-02-09,Italy,731284
2022-02-09,Japan,257163
2022-02-09,Latvia,32433
2022-02-09,Lithuania,25380
2022-02-09,Luxembourg,4280
2022-02-09,Mexico,9561
2022-02-09,Netherlands,137309
2022-02-09,New Zealand,0
2022-02-09,Norway,35491
2022-02-09,Poland,150811
2022-02-09,Portugal,159376
2022-02-09,Slovakia,70393
2022-02-09,Slovenia,3254
2022-02-09,South Korea,362991
2022-02-09,Spain,160746
2022-02-09,Switzerland,80793
2022-02-09,Taiwan,29393
2022-02-09,Turkey,456241
2022-02-09,United Kingdom,1212793
