Date,Country,NumberOfTest
2020-05-11,Australia,27247
2020-05-11,Austria,2976
2020-05-11,Belgium,11055
2020-05-11,Canada,58139
2020-05-11,Chile,13373
2020-05-11,Costa Rica,120
2020-05-11,Denmark,16449
2020-05-11,Estonia,1242
2020-05-11,Finland,2208
2020-05-11,Germany,0
2020-05-11,Greece,486
2020-05-11,Hungary,3908
2020-05-11,Iceland,578
2020-05-11,Ireland,5374
2020-05-11,Israel,9215
2020-05-11,Italy,66563
2020-05-11,Japan,5993
2020-05-11,Latvia,555
2020-05-11,Lithuania,4259
2020-05-11,Luxembourg,1047
2020-05-11,Mexico,7015
2020-05-11,Netherlands,0
2020-05-11,New Zealand,5427
2020-05-11,Norway,4402
2020-05-11,Poland,27925
2020-05-11,Portugal,12737
2020-05-11,Slovakia,2063
2020-05-11,Slovenia,1182
2020-05-11,South Korea,0
2020-05-11,Spain,0
2020-05-11,Taiwan,362
2020-05-11,Turkey,32722
2020-05-11,United Kingdom,70332
2020-05-11,United States,319335
