tDate,Country,NumberOfTest
2022-02-18,Australia,89883
2022-02-18,Austria,618109
2022-02-18,Belgium,44476
2022-02-18,Canada,58541
2022-02-18,Chile,113815
2022-02-18,Colombia,33896
2022-02-18,Costa Rica,10144
2022-02-18,Czechia,75930
2022-02-18,Denmark,96170
2022-02-18,Estonia,11810
2022-02-18,Finland,17131
2022-02-18,France,371542
2022-02-18,Germany,0
2022-02-18,Greece,0
2022-02-18,Hungary,27023
2022-02-18,Iceland,5365
2022-02-18,Ireland,18164
2022-02-18,Israel,75798
2022-02-18,Italy,510283
2022-02-18,Japan,247793
2022-02-18,Latvia,23648
2022-02-18,Lithuania,19834
2022-02-18,Luxembourg,1712
2022-02-18,Mexico,14766
2022-02-18,Netherlands,45375
2022-02-18,New Zealand,0
2022-02-18,Norway,21293
2022-02-18,Poland,102727
2022-02-18,Portugal,123509
2022-02-18,Slovakia,55471
2022-02-18,Slovenia,89688
2022-02-18,South Korea,471689
2022-02-18,Spain,118974
2022-02-18,Sweden,10233
2022-02-18,Switzerland,45708
2022-02-18,Taiwan,25160
2022-02-18,Turkey,463855
2022-02-18,United Kingdom,723147
2022-02-18,United States,1280092
