tDate,Country,NumberOfTest
2021-04-05,Australia,0
2021-04-05,Austria,132334
2021-04-05,Belgium,21819
2021-04-05,Canada,103282
2021-04-05,Chile,45821
2021-04-05,Colombia,42199
2021-04-05,Costa Rica,2636
2021-04-05,Czechia,60873
2021-04-05,Denmark,179399
2021-04-05,Estonia,5898
2021-04-05,Finland,10642
2021-04-05,France,102929
2021-04-05,Germany,0
2021-04-05,Greece,16332
2021-04-05,Hungary,18908
2021-04-05,Iceland,1011
2021-04-05,Ireland,11954
2021-04-05,Israel,58150
2021-04-05,Italy,140267
2021-04-05,Japan,60274
2021-04-05,Latvia,3139
2021-04-05,Lithuania,5802
2021-04-05,Luxembourg,483
2021-04-05,Mexico,24065
2021-04-05,Netherlands,0
2021-04-05,New Zealand,0
2021-04-05,Norway,16716
2021-04-05,Poland,78447
2021-04-05,Portugal,59246
2021-04-05,Slovakia,117872
2021-04-05,Slovenia,1927
2021-04-05,South Korea,18646
2021-04-05,Spain,0
2021-04-05,Sweden,44659
2021-04-05,Switzerland,17958
2021-04-05,Taiwan,303
2021-04-05,Turkey,245496
2021-04-05,United Kingdom,741323
2021-04-05,United States,943391
