Date,Country,NumberOfTest
2020-05-21,Australia,26117
2020-05-21,Austria,6045
2020-05-21,Belgium,9878
2020-05-21,Canada,26136
2020-05-21,Chile,16334
2020-05-21,Costa Rica,168
2020-05-21,Denmark,8505
2020-05-21,Estonia,1063
2020-05-21,Finland,2965
2020-05-21,France,9766
2020-05-21,Germany,0
2020-05-21,Greece,4633
2020-05-21,Hungary,4782
2020-05-21,Iceland,70
2020-05-21,Ireland,5274
2020-05-21,Israel,6165
2020-05-21,Italy,112323
2020-05-21,Japan,4580
2020-05-21,Latvia,1870
2020-05-21,Lithuania,6498
2020-05-21,Luxembourg,787
2020-05-21,Mexico,8389
2020-05-21,Netherlands,0
2020-05-21,New Zealand,5657
2020-05-21,Norway,1150
2020-05-21,Poland,43925
2020-05-21,Portugal,15346
2020-05-21,Slovakia,2751
2020-05-21,Slovenia,882
2020-05-21,South Korea,10513
2020-05-21,Spain,0
2020-05-21,Taiwan,236
2020-05-21,Turkey,33633
2020-05-21,United Kingdom,105655
2020-05-21,United States,458709
