tDate,Country,NumberOfTest
2022-06-03,Australia,72163238
2022-06-03,Austria,188044776
2022-06-03,Belgium,34150963
2022-06-03,Canada,62094056
2022-06-03,Chile,38531902
2022-06-03,Czechia,54516339
2022-06-03,Denmark,64534591
2022-06-03,Estonia,3404734
2022-06-03,Finland,10963419
2022-06-03,France,275542583
2022-06-03,Greece,0
2022-06-03,Iceland,1358323
2022-06-03,Ireland,12253996
2022-06-03,Israel,51369408
2022-06-03,Italy,221552092
2022-06-03,Japan,50844783
2022-06-03,Latvia,7225480
2022-06-03,Luxembourg,4273500
2022-06-03,Mexico,15377706
2022-06-03,Netherlands,30627980
2022-06-03,New Zealand,7198436
2022-06-03,Norway,11127983
2022-06-03,Slovakia,51191627
2022-06-03,Slovenia,5277960
2022-06-03,South Korea,49520163
2022-06-03,Sweden,18370674
2022-06-03,Switzerland,21141453
2022-06-03,Taiwan,11553061
2022-06-03,United States,900346555
