Date,Country,NumberOfTest
2020-07-03,Australia,54078
2020-07-03,Austria,6805
2020-07-03,Belgium,12376
2020-07-03,Canada,82017
2020-07-03,Chile,15585
2020-07-03,Colombia,20518
2020-07-03,Costa Rica,933
2020-07-03,Denmark,14320
2020-07-03,Estonia,334
2020-07-03,Finland,3240
2020-07-03,France,64395
2020-07-03,Germany,0
2020-07-03,Greece,5024
2020-07-03,Hungary,1938
2020-07-03,Iceland,397
2020-07-03,Ireland,8049
2020-07-03,Israel,20953
2020-07-03,Italy,75776
2020-07-03,Japan,6597
2020-07-03,Latvia,1105
2020-07-03,Lithuania,3796
2020-07-03,Luxembourg,10512
2020-07-03,Mexico,14098
2020-07-03,Netherlands,0
2020-07-03,New Zealand,2091
2020-07-03,Norway,4544
2020-07-03,Poland,51061
2020-07-03,Portugal,14912
2020-07-03,Slovakia,2216
2020-07-03,Slovenia,1456
2020-07-03,South Korea,10021
2020-07-03,Spain,0
2020-07-03,Switzerland,10340
2020-07-03,Taiwan,140
2020-07-03,Turkey,52141
2020-07-03,United Kingdom,139218
2020-07-03,United States,800215
