tDate,Country,NumberOfTest
2022-05-21,Australia,71152829
2022-05-21,Austria,186327528
2022-05-21,Belgium,34005513
2022-05-21,Canada,61734622
2022-05-21,Chile,37777499
2022-05-21,Czechia,54449766
2022-05-21,Denmark,64468459
2022-05-21,Estonia,3386469
2022-05-21,Finland,10897175
2022-05-21,France,273690048
2022-05-21,Greece,0
2022-05-21,Iceland,1339267
2022-05-21,Ireland,12186701
2022-05-21,Israel,51120440
2022-05-21,Italy,219271097
2022-05-21,Japan,49204406
2022-05-21,Latvia,7194355
2022-05-21,Lithuania,8690644
2022-05-21,Luxembourg,4259980
2022-05-21,Mexico,15251971
2022-05-21,Netherlands,30606753
2022-05-21,New Zealand,0
2022-05-21,Norway,11111303
2022-05-21,Portugal,42276350
2022-05-21,Slovakia,51147837
2022-05-21,Slovenia,5225202
2022-05-21,South Korea,48027021
2022-05-21,Spain,91700438
2022-05-21,Sweden,18340610
2022-05-21,Switzerland,21041001
2022-05-21,Taiwan,10287163
2022-05-21,Turkey,161843587
