tDate,Country,NumberOfTest
2021-05-27,Australia,81048
2021-05-27,Austria,542328
2021-05-27,Belgium,54259
2021-05-27,Canada,77218
2021-05-27,Chile,70276
2021-05-27,Colombia,104058
2021-05-27,Costa Rica,9121
2021-05-27,Czechia,230568
2021-05-27,Denmark,200631
2021-05-27,Estonia,4085
2021-05-27,Finland,19429
2021-05-27,France,407793
2021-05-27,Germany,0
2021-05-27,Greece,49437
2021-05-27,Hungary,14459
2021-05-27,Israel,30693
2021-05-27,Italy,316882
2021-05-27,Japan,116584
2021-05-27,Latvia,13512
2021-05-27,Lithuania,23056
2021-05-27,Luxembourg,9425
2021-05-27,Mexico,13807
2021-05-27,Netherlands,0
2021-05-27,New Zealand,4996
2021-05-27,Norway,20328
2021-05-27,Poland,127278
2021-05-27,Portugal,53852
2021-05-27,Slovakia,65220
2021-05-27,Slovenia,3590
2021-05-27,South Korea,34645
2021-05-27,Spain,0
2021-05-27,Sweden,32800
2021-05-27,Switzerland,30260
2021-05-27,Taiwan,19816
2021-05-27,Turkey,219465
2021-05-27,United Kingdom,959007
2021-05-27,United States,916885
