Date,Country,NumberOfTest
2021-05-14,Australia,0
2021-05-14,Austria,141201
2021-05-14,Belgium,40323
2021-05-14,Canada,130406
2021-05-14,Chile,65918
2021-05-14,Colombia,71437
2021-05-14,Costa Rica,8913
2021-05-14,Czechia,175140
2021-05-14,Denmark,167427
2021-05-14,Estonia,5062
2021-05-14,Finland,12924
2021-05-14,France,453024
2021-05-14,Germany,0
2021-05-14,Greece,0
2021-05-14,Hungary,18901
2021-05-14,Iceland,1438
2021-05-14,Israel,21685
2021-05-14,Italy,390201
2021-05-14,Japan,99676
2021-05-14,Latvia,15153
2021-05-14,Lithuania,21108
2021-05-14,Luxembourg,10334
2021-05-14,Mexico,14465
2021-05-14,Netherlands,0
2021-05-14,New Zealand,3710
2021-05-14,Norway,17957
2021-05-14,Poland,120838
2021-05-14,Portugal,46370
2021-05-14,Slovakia,154125
2021-05-14,Slovenia,4177
2021-05-14,South Korea,32447
2021-05-14,Spain,0
2021-05-14,Sweden,41424
2021-05-14,Switzerland,27352
2021-05-14,Taiwan,6177
2021-05-14,Turkey,203073
2021-05-14,United Kingdom,674608
2021-05-14,United States,1076724
