Date,Country,NumberOfTest
2021-02-17,Australia,84860
2021-02-17,Austria,206359
2021-02-17,Belgium,43174
2021-02-17,Canada,68521
2021-02-17,Chile,24914
2021-02-17,Colombia,49339
2021-02-17,Costa Rica,3003
2021-02-17,Czechia,75994
2021-02-17,Denmark,124136
2021-02-17,Estonia,8577
2021-02-17,Finland,20831
2021-02-17,France,338255
2021-02-17,Germany,0
2021-02-17,Greece,25724
2021-02-17,Hungary,19339
2021-02-17,Iceland,363
2021-02-17,Ireland,17122
2021-02-17,Israel,64502
2021-02-17,Italy,389819
2021-02-17,Japan,61138
2021-02-17,Latvia,12251
2021-02-17,Lithuania,7485
2021-02-17,Luxembourg,10201
2021-02-17,Mexico,26284
2021-02-17,Netherlands,0
2021-02-17,New Zealand,17441
2021-02-17,Norway,19891
2021-02-17,Poland,109049
2021-02-17,Portugal,34354
2021-02-17,Slovakia,160216
2021-02-17,Slovenia,4271
2021-02-17,South Korea,51564
2021-02-17,Spain,0
2021-02-17,Sweden,32580
2021-02-17,Switzerland,29468
2021-02-17,Taiwan,759
2021-02-17,Turkey,117121
2021-02-17,United Kingdom,578844
2021-02-17,United States,1469532
