tDate,Country,NumberOfTest
2022-05-08,Australia,69970822
2022-05-08,Austria,184147092
2022-05-08,Belgium,33779898
2022-05-08,Canada,61226715
2022-05-08,Chile,37122270
2022-05-08,Colombia,0
2022-05-08,Czechia,54364500
2022-05-08,Denmark,64382598
2022-05-08,Estonia,3364376
2022-05-08,Finland,10816253
2022-05-08,France,271159472
2022-05-08,Greece,80579733
2022-05-08,Hungary,0
2022-05-08,Iceland,1327293
2022-05-08,Ireland,12114558
2022-05-08,Israel,50498881
2022-05-08,Italy,216068651
2022-05-08,Japan,47490592
2022-05-08,Latvia,7158069
2022-05-08,Lithuania,8672207
2022-05-08,Luxembourg,4241481
2022-05-08,Mexico,15178593
2022-05-08,Netherlands,30582899
2022-05-08,New Zealand,0
2022-05-08,Norway,11093680
2022-05-08,Portugal,41591184
2022-05-08,Slovakia,51091010
2022-05-08,Slovenia,5153372
2022-05-08,South Korea,46238663
2022-05-08,Spain,90844326
2022-05-08,Sweden,18304006
2022-05-08,Switzerland,20917241
2022-05-08,Taiwan,9037385
2022-05-08,Turkey,160142660
2022-05-08,United Kingdom,500318222
2022-05-08,United States,880426340
