tDate,Country,NumberOfTest
2022-01-22,Australia,154762
2022-01-22,Austria,0
2022-01-22,Belgium,110800
2022-01-22,Canada,59867
2022-01-22,Chile,96583
2022-01-22,Colombia,46734
2022-01-22,Costa Rica,11691
2022-01-22,Czechia,94607
2022-01-22,Denmark,172845
2022-01-22,Estonia,9193
2022-01-22,Finland,16887
2022-01-22,France,1023469
2022-01-22,Germany,0
2022-01-22,Greece,346310
2022-01-22,Hungary,0
2022-01-22,Ireland,20385
2022-01-22,Israel,358677
2022-01-22,Italy,1043649
2022-01-22,Japan,163898
2022-01-22,Latvia,26854
2022-01-22,Lithuania,17082
2022-01-22,Luxembourg,6719
2022-01-22,Mexico,18515
2022-01-22,Netherlands,132502
2022-01-22,New Zealand,14336
2022-01-22,Norway,22720
2022-01-22,Poland,258176
2022-01-22,Portugal,263939
2022-01-22,Slovakia,36253
2022-01-22,Slovenia,18847
2022-01-22,South Korea,246823
2022-01-22,Spain,168694
2022-01-22,Sweden,87153
2022-01-22,Switzerland,76798
2022-01-22,Taiwan,24906
2022-01-22,Turkey,417161
2022-01-22,United Kingdom,1081501
2022-01-22,United States,1264597
