tDate,Country,NumberOfTest
2020-12-09,Australia,36826
2020-12-09,Austria,20351
2020-12-09,Belgium,41509
2020-12-09,Canada,176234
2020-12-09,Chile,22192
2020-12-09,Colombia,40096
2020-12-09,Costa Rica,3054
2020-12-09,Czechia,36527
2020-12-09,Denmark,109650
2020-12-09,Estonia,5771
2020-12-09,Finland,21645
2020-12-09,France,207106
2020-12-09,Germany,0
2020-12-09,Greece,30292
2020-12-09,Hungary,28737
2020-12-09,Iceland,807
2020-12-09,Ireland,12203
2020-12-09,Israel,75470
2020-12-09,Italy,169407
2020-12-09,Japan,54557
2020-12-09,Latvia,8748
2020-12-09,Lithuania,15496
2020-12-09,Luxembourg,12057
2020-12-09,Mexico,32004
2020-12-09,Netherlands,0
2020-12-09,New Zealand,6397
2020-12-09,Norway,18923
2020-12-09,Poland,81538
2020-12-09,Portugal,34405
2020-12-09,Slovakia,55164
2020-12-09,Slovenia,6410
2020-12-09,South Korea,28105
2020-12-09,Spain,0
2020-12-09,Sweden,39644
2020-12-09,Switzerland,32859
2020-12-09,Taiwan,300
2020-12-09,Turkey,204411
2020-12-09,United Kingdom,369586
2020-12-09,United States,2119684
