Date,Country,NumberOfTest
2021-06-06,Australia,0
2021-06-06,Austria,419385
2021-06-06,Belgium,19178
2021-06-06,Canada,8248
2021-06-06,Chile,77462
2021-06-06,Colombia,71602
2021-06-06,Costa Rica,5424
2021-06-06,Czechia,53176
2021-06-06,Denmark,109174
2021-06-06,Estonia,2603
2021-06-06,Finland,6926
2021-06-06,France,45869
2021-06-06,Germany,0
2021-06-06,Greece,20505
2021-06-06,Hungary,12789
2021-06-06,Israel,18010
2021-06-06,Italy,205263
2021-06-06,Japan,26466
2021-06-06,Latvia,5696
2021-06-06,Lithuania,5234
2021-06-06,Luxembourg,295
2021-06-06,Mexico,2918
2021-06-06,Netherlands,0
2021-06-06,New Zealand,0
2021-06-06,Norway,7941
2021-06-06,Poland,88577
2021-06-06,Portugal,20890
2021-06-06,Slovakia,58983
2021-06-06,Slovenia,1329
2021-06-06,South Korea,14442
2021-06-06,Spain,0
2021-06-06,Sweden,27113
2021-06-06,Switzerland,8588
2021-06-06,Taiwan,13153
2021-06-06,Turkey,204827
2021-06-06,United Kingdom,1242068
2021-06-06,United States,342823
