Date,Country,NumberOfTest
2021-03-04,Australia,49049
2021-03-04,Austria,261250
2021-03-04,Belgium,46957
2021-03-04,Canada,115024
2021-03-04,Chile,55677
2021-03-04,Colombia,45266
2021-03-04,Costa Rica,3129
2021-03-04,Czechia,127556
2021-03-04,Denmark,187079
2021-03-04,Estonia,7635
2021-03-04,Finland,23734
2021-03-04,France,345076
2021-03-04,Germany,0
2021-03-04,Greece,55702
2021-03-04,Hungary,30794
2021-03-04,Iceland,495
2021-03-04,Ireland,14244
2021-03-04,Israel,92360
2021-03-04,Italy,451837
2021-03-04,Japan,68856
2021-03-04,Latvia,15156
2021-03-04,Lithuania,8076
2021-03-04,Luxembourg,9463
2021-03-04,Mexico,24874
2021-03-04,Netherlands,0
2021-03-04,New Zealand,14674
2021-03-04,Norway,24934
2021-03-04,Poland,125273
2021-03-04,Portugal,28081
2021-03-04,Slovakia,221866
2021-03-04,Slovenia,5440
2021-03-04,South Korea,41475
2021-03-04,Spain,0
2021-03-04,Sweden,36440
2021-03-04,Switzerland,30765
2021-03-04,Taiwan,675
2021-03-04,Turkey,137885
2021-03-04,United Kingdom,992812
2021-03-04,United States,1550217
