tDate,Country,NumberOfTest
2020-12-08,Australia,22555
2020-12-08,Austria,19643
2020-12-08,Belgium,45894
2020-12-08,Canada,186611
2020-12-08,Chile,28185
2020-12-08,Colombia,39526
2020-12-08,Costa Rica,2017
2020-12-08,Czechia,37949
2020-12-08,Denmark,110529
2020-12-08,Estonia,5720
2020-12-08,Finland,21190
2020-12-08,France,225379
2020-12-08,Germany,0
2020-12-08,Greece,30050
2020-12-08,Hungary,9527
2020-12-08,Iceland,923
2020-12-08,Ireland,10424
2020-12-08,Israel,70495
2020-12-08,Italy,208783
2020-12-08,Japan,40060
2020-12-08,Latvia,9764
2020-12-08,Lithuania,14402
2020-12-08,Luxembourg,13119
2020-12-08,Mexico,31690
2020-12-08,Netherlands,0
2020-12-08,New Zealand,2894
2020-12-08,Norway,19045
2020-12-08,Poland,59358
2020-12-08,Portugal,26091
2020-12-08,Slovakia,67317
2020-12-08,Slovenia,7003
2020-12-08,South Korea,8685
2020-12-08,Spain,0
2020-12-08,Sweden,39644
2020-12-08,Switzerland,31411
2020-12-08,Taiwan,291
2020-12-08,Turkey,201219
2020-12-08,United Kingdom,294966
2020-12-08,United States,1910849
