tDate,Country,NumberOfTest
2021-12-05,Australia,147285
2021-12-05,Austria,292422
2021-12-05,Belgium,43039
2021-12-05,Canada,92443
2021-12-05,Chile,71360
2021-12-05,Colombia,36964
2021-12-05,Czechia,47803
2021-12-05,Denmark,147719
2021-12-05,Estonia,4252
2021-12-05,Finland,13856
2021-12-05,France,155296
2021-12-05,Germany,0
2021-12-05,Greece,246287
2021-12-05,Hungary,0
2021-12-05,Iceland,1452
2021-12-05,Ireland,30391
2021-12-05,Israel,95628
2021-12-05,Italy,597304
2021-12-05,Japan,14187
2021-12-05,Latvia,5890
2021-12-05,Lithuania,5052
2021-12-05,Luxembourg,939
2021-12-05,Mexico,4067
2021-12-05,Netherlands,59943
2021-12-05,New Zealand,0
2021-12-05,Norway,14317
2021-12-05,Poland,130819
2021-12-05,Portugal,58253
2021-12-05,Slovakia,40961
2021-12-05,Slovenia,1857
2021-12-05,Sweden,40236
2021-12-05,Switzerland,23832
2021-12-05,Taiwan,9805
2021-12-05,Turkey,350937
2021-12-05,United Kingdom,1125086
