tDate,Country,NumberOfTest
2022-03-11,Australia,64470080
2022-03-11,Austria,165347447
2022-03-11,Canada,58705447
2022-03-11,Chile,33670819
2022-03-11,Colombia,33419896
2022-03-11,Czechia,52140568
2022-03-11,Denmark,63386856
2022-03-11,Estonia,3187159
2022-03-11,Finland,10133474
2022-03-11,France,250895844
2022-03-11,Greece,68688765
2022-03-11,Hungary,10470722
2022-03-11,Iceland,1238691
2022-03-11,Ireland,11511626
2022-03-11,Israel,47333515
2022-03-11,Italy,191812811
2022-03-11,Japan,39264111
2022-03-11,Latvia,6834353
2022-03-11,Luxembourg,4102082
2022-03-11,Mexico,14676520
2022-03-11,Netherlands,29238056
2022-03-11,New Zealand,6830787
2022-03-11,Norway,10904639
2022-03-11,Poland,33646884
2022-03-11,Portugal,39057671
2022-03-11,Slovakia,50005886
2022-03-11,Slovenia,4544909
2022-03-11,South Korea,67667230
2022-03-11,Spain,86849594
2022-03-11,Switzerland,19339975
2022-03-11,Taiwan,0
2022-03-11,Turkey,148189923
2022-03-11,United Kingdom,472138379
2022-03-11,United States,831032451
