Date,Country,NumberOfTest
2020-10-30,Australia,0
2020-10-30,Austria,26421
2020-10-30,Belgium,66019
2020-10-30,Canada,155143
2020-10-30,Chile,36880
2020-10-30,Colombia,51137
2020-10-30,Costa Rica,3058
2020-10-30,Czechia,46822
2020-10-30,Denmark,64105
2020-10-30,Estonia,4347
2020-10-30,Finland,12349
2020-10-30,France,401738
2020-10-30,Germany,0
2020-10-30,Greece,29541
2020-10-30,Hungary,15638
2020-10-30,Iceland,1752
2020-10-30,Ireland,13801
2020-10-30,Israel,32646
2020-10-30,Italy,344773
2020-10-30,Japan,21782
2020-10-30,Latvia,5964
2020-10-30,Lithuania,10535
2020-10-30,Luxembourg,14097
2020-10-30,Mexico,16018
2020-10-30,Netherlands,0
2020-10-30,New Zealand,5964
2020-10-30,Norway,20736
2020-10-30,Poland,153600
2020-10-30,Portugal,38671
2020-10-30,Slovakia,18074
2020-10-30,Slovenia,6710
2020-10-30,South Korea,14028
2020-10-30,Spain,0
2020-10-30,Sweden,27613
2020-10-30,Switzerland,38176
2020-10-30,Taiwan,156
2020-10-30,Turkey,136525
2020-10-30,United Kingdom,305207
2020-10-30,United States,1499590
