tDate,Country,NumberOfTest
2020-06-08,Australia,16053
2020-06-08,Austria,5164
2020-06-08,Belgium,11013
2020-06-08,Canada,71443
2020-06-08,Chile,20042
2020-06-08,Colombia,11028
2020-06-08,Costa Rica,161
2020-06-08,Denmark,16855
2020-06-08,Estonia,1452
2020-06-08,Finland,1842
2020-06-08,France,45367
2020-06-08,Germany,0
2020-06-08,Greece,0
2020-06-08,Hungary,547
2020-06-08,Iceland,68
2020-06-08,Ireland,1960
2020-06-08,Israel,14644
2020-06-08,Italy,43413
2020-06-08,Japan,4516
2020-06-08,Latvia,662
2020-06-08,Lithuania,3473
2020-06-08,Luxembourg,2240
2020-06-08,Mexico,11905
2020-06-08,Netherlands,0
2020-06-08,New Zealand,990
2020-06-08,Norway,5755
2020-06-08,Poland,26645
2020-06-08,Portugal,11210
2020-06-08,Slovakia,851
2020-06-08,Slovenia,814
2020-06-08,South Korea,7552
2020-06-08,Spain,0
2020-06-08,Switzerland,4601
2020-06-08,Taiwan,129
2020-06-08,Turkey,39361
2020-06-08,United Kingdom,69999
2020-06-08,United States,448816
