tDate,Country,NumberOfTest
2021-04-04,Australia,0
2021-04-04,Austria,244556
2021-04-04,Belgium,23676
2021-04-04,Canada,128624
2021-04-04,Chile,69095
2021-04-04,Colombia,32601
2021-04-04,Costa Rica,3623
2021-04-04,Czechia,42445
2021-04-04,Denmark,166342
2021-04-04,Estonia,3306
2021-04-04,Finland,10252
2021-04-04,France,66133
2021-04-04,Germany,0
2021-04-04,Greece,23294
2021-04-04,Hungary,27094
2021-04-04,Iceland,711
2021-04-04,Ireland,13946
2021-04-04,Israel,32889
2021-04-04,Italy,335275
2021-04-04,Japan,17189
2021-04-04,Latvia,4196
2021-04-04,Lithuania,4733
2021-04-04,Luxembourg,1017
2021-04-04,Mexico,4955
2021-04-04,Netherlands,0
2021-04-04,New Zealand,0
2021-04-04,Norway,11373
2021-04-04,Poland,144010
2021-04-04,Portugal,12404
2021-04-04,Slovakia,176815
2021-04-04,Slovenia,1568
2021-04-04,South Korea,15364
2021-04-04,Spain,0
2021-04-04,Sweden,46403
2021-04-04,Switzerland,17020
2021-04-04,Taiwan,158
2021-04-04,Turkey,246210
2021-04-04,United Kingdom,813693
2021-04-04,United States,562469
