Date,Country,NumberOfTest
2021-03-18,Australia,0
2021-03-18,Austria,298583
2021-03-18,Belgium,66736
2021-03-18,Canada,109185
2021-03-18,Chile,70195
2021-03-18,Colombia,46016
2021-03-18,Costa Rica,4156
2021-03-18,Czechia,217572
2021-03-18,Denmark,193846
2021-03-18,Estonia,8563
2021-03-18,Finland,23215
2021-03-18,France,483342
2021-03-18,Germany,0
2021-03-18,Greece,53606
2021-03-18,Hungary,26498
2021-03-18,Iceland,640
2021-03-18,Ireland,13514
2021-03-18,Israel,65560
2021-03-18,Italy,474247
2021-03-18,Japan,54899
2021-03-18,Latvia,16008
2021-03-18,Lithuania,8632
2021-03-18,Luxembourg,11691
2021-03-18,Mexico,22844
2021-03-18,Netherlands,0
2021-03-18,New Zealand,0
2021-03-18,Norway,31750
2021-03-18,Poland,171885
2021-03-18,Portugal,52896
2021-03-18,Slovakia,204579
2021-03-18,Slovenia,5502
2021-03-18,South Korea,0
2021-03-18,Spain,0
2021-03-18,Sweden,44584
2021-03-18,Switzerland,41317
2021-03-18,Taiwan,360
2021-03-18,Turkey,184452
2021-03-18,United Kingdom,1437257
2021-03-18,United States,1471393
