tDate,Country,NumberOfTest
2022-02-11,Australia,100310
2022-02-11,Austria,429377
2022-02-11,Belgium,56336
2022-02-11,Canada,41719
2022-02-11,Chile,135064
2022-02-11,Colombia,20441
2022-02-11,Costa Rica,12951
2022-02-11,Czechia,104014
2022-02-11,Denmark,139010
2022-02-11,Estonia,10174
2022-02-11,Finland,17175
2022-02-11,France,503591
2022-02-11,Germany,0
2022-02-11,Greece,0
2022-02-11,Hungary,37736
2022-02-11,Iceland,5505
2022-02-11,Ireland,18566
2022-02-11,Israel,103396
2022-02-11,Italy,663786
2022-02-11,Japan,174196
2022-02-11,Latvia,28049
2022-02-11,Lithuania,24894
2022-02-11,Luxembourg,3701
2022-02-11,Mexico,17104
2022-02-11,Netherlands,111934
2022-02-11,New Zealand,0
2022-02-11,Norway,29157
2022-02-11,Poland,127432
2022-02-11,Portugal,169800
2022-02-11,Slovakia,67058
2022-02-11,Slovenia,106248
2022-02-11,South Korea,383052
2022-02-11,Spain,130945
2022-02-11,Sweden,21350
2022-02-11,Switzerland,69587
2022-02-11,Taiwan,28039
2022-02-11,Turkey,458142
2022-02-11,United Kingdom,957269
2022-02-11,United States,1117527
