Date,Country,NumberOfTest
2021-04-24,Australia,0
2021-04-24,Austria,302593
2021-04-24,Belgium,38753
2021-04-24,Canada,145991
2021-04-24,Chile,65303
2021-04-24,Colombia,83354
2021-04-24,Costa Rica,6867
2021-04-24,Czechia,54030
2021-04-24,Denmark,139579
2021-04-24,Estonia,3608
2021-04-24,Finland,12662
2021-04-24,France,223674
2021-04-24,Germany,0
2021-04-24,Greece,66151
2021-04-24,Hungary,23847
2021-04-24,Iceland,1097
2021-04-24,Ireland,17803
2021-04-24,Israel,8762
2021-04-24,Italy,430788
2021-04-24,Japan,58221
2021-04-24,Latvia,14961
2021-04-24,Lithuania,13603
2021-04-24,Luxembourg,6045
2021-04-24,Mexico,9076
2021-04-24,Netherlands,0
2021-04-24,New Zealand,4512
2021-04-24,Norway,9869
2021-04-24,Poland,140551
2021-04-24,Portugal,41386
2021-04-24,Slovakia,731469
2021-04-24,Slovenia,2690
2021-04-24,South Korea,41063
2021-04-24,Spain,0
2021-04-24,Sweden,46636
2021-04-24,Switzerland,20949
2021-04-24,Taiwan,543
2021-04-24,Turkey,281183
2021-04-24,United Kingdom,502663
2021-04-24,United States,990306
