Date,Country,NumberOfTest
2021-01-19,Australia,40980
2021-01-19,Austria,180970
2021-01-19,Belgium,63474
2021-01-19,Canada,151392
2021-01-19,Chile,42013
2021-01-19,Colombia,75647
2021-01-19,Costa Rica,1893
2021-01-19,Czechia,55486
2021-01-19,Denmark,125187
2021-01-19,Estonia,6118
2021-01-19,Finland,16872
2021-01-19,France,336768
2021-01-19,Germany,0
2021-01-19,Greece,31599
2021-01-19,Hungary,5130
2021-01-19,Iceland,689
2021-01-19,Ireland,19218
2021-01-19,Israel,96080
2021-01-19,Italy,325951
2021-01-19,Japan,103313
2021-01-19,Latvia,13629
2021-01-19,Lithuania,10792
2021-01-19,Luxembourg,8486
2021-01-19,Mexico,48798
2021-01-19,Netherlands,0
2021-01-19,New Zealand,0
2021-01-19,Norway,17861
2021-01-19,Poland,95978
2021-01-19,Portugal,72116
2021-01-19,Slovakia,122288
2021-01-19,Slovenia,5384
2021-01-19,South Korea,56796
2021-01-19,Spain,0
2021-01-19,Sweden,28494
2021-01-19,Switzerland,31377
2021-01-19,Taiwan,951
2021-01-19,Turkey,175133
2021-01-19,United Kingdom,579194
2021-01-19,United States,1801862
