tDate,Country,NumberOfTest
2021-04-13,Australia,28512
2021-04-13,Austria,349278
2021-04-13,Belgium,53463
2021-04-13,Canada,110265
2021-04-13,Chile,49904
2021-04-13,Colombia,71880
2021-04-13,Costa Rica,3440
2021-04-13,Czechia,262270
2021-04-13,Denmark,190850
2021-04-13,Estonia,5272
2021-04-13,Finland,23563
2021-04-13,France,391481
2021-04-13,Germany,0
2021-04-13,Greece,76070
2021-04-13,Hungary,15467
2021-04-13,Iceland,973
2021-04-13,Ireland,13650
2021-04-13,Israel,76061
2021-04-13,Italy,392668
2021-04-13,Japan,65278
2021-04-13,Latvia,20618
2021-04-13,Lithuania,20698
2021-04-13,Luxembourg,9508
2021-04-13,Mexico,23169
2021-04-13,Netherlands,0
2021-04-13,New Zealand,3340
2021-04-13,Norway,21552
2021-04-13,Poland,162853
2021-04-13,Portugal,41484
2021-04-13,Slovakia,196449
2021-04-13,Slovenia,5377
2021-04-13,South Korea,57400
2021-04-13,Spain,0
2021-04-13,Sweden,48658
2021-04-13,Switzerland,31660
2021-04-13,Taiwan,538
2021-04-13,Turkey,306563
2021-04-13,United Kingdom,679109
2021-04-13,United States,1603674
