tDate,Country,NumberOfTest
2022-05-23,Australia,71286114
2022-05-23,Austria,186421071
2022-05-23,Belgium,34026439
2022-05-23,Canada,61740072
2022-05-23,Chile,37882348
2022-05-23,Colombia,0
2022-05-23,Costa Rica,3601705
2022-05-23,Czechia,54458971
2022-05-23,Denmark,64479862
2022-05-23,Estonia,3389456
2022-05-23,Finland,10905597
2022-05-23,France,273965857
2022-05-23,Greece,81883919
2022-05-23,Iceland,1342357
2022-05-23,Ireland,12195469
2022-05-23,Israel,51173766
2022-05-23,Italy,219525905
2022-05-23,Japan,49417175
2022-05-23,Latvia,7197256
2022-05-23,Lithuania,8693135
2022-05-23,Luxembourg,4261749
2022-05-23,Netherlands,30609431
2022-05-23,New Zealand,7157785
2022-05-23,Norway,11114057
2022-05-23,Portugal,42365073
2022-05-23,Slovakia,51156014
2022-05-23,Slovenia,5233801
2022-05-23,South Korea,48141811
2022-05-23,Spain,91803091
2022-05-23,Switzerland,21054092
2022-05-23,Taiwan,10479393
2022-05-23,Turkey,162085975
2022-05-23,United States,893404114
