Date,Country,NumberOfTest
2021-06-12,Australia,48984
2021-06-12,Austria,457254
2021-06-12,Belgium,34060
2021-06-12,Canada,57349
2021-06-12,Chile,73990
2021-06-12,Colombia,84988
2021-06-12,Costa Rica,8870
2021-06-12,Czechia,47177
2021-06-12,Denmark,57795
2021-06-12,Estonia,2752
2021-06-12,Finland,8284
2021-06-12,France,197683
2021-06-12,Germany,0
2021-06-12,Greece,0
2021-06-12,Hungary,0
2021-06-12,Israel,11058
2021-06-12,Italy,267694
2021-06-12,Japan,51297
2021-06-12,Latvia,8682
2021-06-12,Lithuania,8240
2021-06-12,Luxembourg,5713
2021-06-12,Mexico,6029
2021-06-12,Netherlands,0
2021-06-12,New Zealand,0
2021-06-12,Norway,8012
2021-06-12,Poland,111053
2021-06-12,Portugal,39080
2021-06-12,Slovakia,60328
2021-06-12,Slovenia,1376
2021-06-12,South Korea,41024
2021-06-12,Sweden,22353
2021-06-12,Switzerland,15781
2021-06-12,Taiwan,22338
2021-06-12,Turkey,218758
2021-06-12,United Kingdom,533809
2021-06-12,United States,457161
