tDate,Country,NumberOfTest
2021-07-16,Australia,0
2021-07-16,Austria,342544
2021-07-16,Belgium,95912
2021-07-16,Canada,68160
2021-07-16,Chile,63082
2021-07-16,Colombia,93966
2021-07-16,Costa Rica,10164
2021-07-16,Czechia,154844
2021-07-16,Denmark,99605
2021-07-16,Estonia,3081
2021-07-16,Finland,15758
2021-07-16,France,491081
2021-07-16,Germany,0
2021-07-16,Greece,87787
2021-07-16,Hungary,8767
2021-07-16,Iceland,1942
2021-07-16,Israel,81834
2021-07-16,Italy,252844
2021-07-16,Japan,76436
2021-07-16,Latvia,7678
2021-07-16,Lithuania,11077
2021-07-16,Luxembourg,10544
2021-07-16,Mexico,33224
2021-07-16,Netherlands,0
2021-07-16,New Zealand,6092
2021-07-16,Norway,11825
2021-07-16,Poland,73157
2021-07-16,Portugal,95526
2021-07-16,Slovakia,20046
2021-07-16,Slovenia,1733
2021-07-16,South Korea,34415
2021-07-16,Sweden,10292
2021-07-16,Switzerland,39687
2021-07-16,Taiwan,23343
2021-07-16,United Kingdom,975603
2021-07-16,United States,646789
