Date,Country,NumberOfTest
2020-11-20,Australia,0
2020-11-20,Austria,33190
2020-11-20,Belgium,34399
2020-11-20,Canada,188144
2020-11-20,Chile,39230
2020-11-20,Colombia,51453
2020-11-20,Costa Rica,2573
2020-11-20,Czechia,33989
2020-11-20,Denmark,72594
2020-11-20,Estonia,5434
2020-11-20,Finland,17748
2020-11-20,France,246998
2020-11-20,Germany,0
2020-11-20,Greece,31130
2020-11-20,Hungary,22860
2020-11-20,Iceland,765
2020-11-20,Ireland,12829
2020-11-20,Israel,44100
2020-11-20,Italy,354930
2020-11-20,Japan,41770
2020-11-20,Latvia,7016
2020-11-20,Lithuania,14383
2020-11-20,Luxembourg,10237
2020-11-20,Mexico,19227
2020-11-20,Netherlands,0
2020-11-20,New Zealand,9292
2020-11-20,Norway,18159
2020-11-20,Poland,108738
2020-11-20,Portugal,46623
2020-11-20,Slovakia,11190
2020-11-20,Slovenia,6580
2020-11-20,South Korea,16982
2020-11-20,Spain,0
2020-11-20,Sweden,38266
2020-11-20,Switzerland,25545
2020-11-20,Taiwan,199
2020-11-20,Turkey,156642
2020-11-20,United Kingdom,391667
2020-11-20,United States,2147840
