Date,Country,NumberOfTest
2021-01-06,Australia,101274
2021-01-06,Austria,22630
2021-01-06,Belgium,55217
2021-01-06,Canada,186260
2021-01-06,Chile,32036
2021-01-06,Colombia,67108
2021-01-06,Costa Rica,3488
2021-01-06,Czechia,68912
2021-01-06,Denmark,97035
2021-01-06,Estonia,7175
2021-01-06,Finland,10861
2021-01-06,France,312996
2021-01-06,Germany,0
2021-01-06,Greece,30286
2021-01-06,Hungary,22729
2021-01-06,Iceland,663
2021-01-06,Ireland,28370
2021-01-06,Israel,122920
2021-01-06,Italy,254315
2021-01-06,Japan,73967
2021-01-06,Latvia,13946
2021-01-06,Lithuania,15323
2021-01-06,Luxembourg,10117
2021-01-06,Mexico,43431
2021-01-06,Netherlands,0
2021-01-06,New Zealand,0
2021-01-06,Norway,29833
2021-01-06,Poland,113516
2021-01-06,Portugal,55788
2021-01-06,Slovakia,26011
2021-01-06,Slovenia,6370
2021-01-06,South Korea,67176
2021-01-06,Spain,0
2021-01-06,Sweden,30475
2021-01-06,Switzerland,27016
2021-01-06,Taiwan,807
2021-01-06,Turkey,182645
2021-01-06,United Kingdom,557441
2021-01-06,United States,2317094
