Date,Country,NumberOfTest
2020-12-05,Australia,0
2020-12-05,Austria,20053
2020-12-05,Belgium,24748
2020-12-05,Canada,213243
2020-12-05,Chile,40161
2020-12-05,Colombia,52663
2020-12-05,Costa Rica,3278
2020-12-05,Czechia,16757
2020-12-05,Denmark,63397
2020-12-05,Estonia,5790
2020-12-05,Finland,17866
2020-12-05,France,105209
2020-12-05,Germany,0
2020-12-05,Greece,27639
2020-12-05,Hungary,23290
2020-12-05,Iceland,497
2020-12-05,Ireland,11456
2020-12-05,Israel,25875
2020-12-05,Italy,1089705
2020-12-05,Japan,22313
2020-12-05,Latvia,8695
2020-12-05,Lithuania,9078
2020-12-05,Luxembourg,11862
2020-12-05,Mexico,15282
2020-12-05,Netherlands,0
2020-12-05,New Zealand,6047
2020-12-05,Norway,6814
2020-12-05,Poland,70628
2020-12-05,Portugal,27914
2020-12-05,Slovakia,20319
2020-12-05,Slovenia,3744
2020-12-05,South Korea,20836
2020-12-05,Spain,0
2020-12-05,Sweden,38302
2020-12-05,Switzerland,18229
2020-12-05,Taiwan,146
2020-12-05,Turkey,178903
2020-12-05,United Kingdom,354799
2020-12-05,United States,1690299
