tDate,Country,NumberOfTest
2020-06-13,Australia,37101
2020-06-13,Austria,4395
2020-06-13,Belgium,12521
2020-06-13,Canada,91645
2020-06-13,Chile,20223
2020-06-13,Colombia,11523
2020-06-13,Costa Rica,510
2020-06-13,Denmark,10019
2020-06-13,Estonia,740
2020-06-13,Finland,1553
2020-06-13,France,19226
2020-06-13,Germany,0
2020-06-13,Greece,3585
2020-06-13,Hungary,3500
2020-06-13,Iceland,60
2020-06-13,Ireland,2712
2020-06-13,Israel,6987
2020-06-13,Italy,82630
2020-06-13,Japan,2633
2020-06-13,Latvia,1392
2020-06-13,Lithuania,3142
2020-06-13,Luxembourg,3370
2020-06-13,Mexico,5831
2020-06-13,Netherlands,0
2020-06-13,New Zealand,2484
2020-06-13,Norway,1249
2020-06-13,Poland,33668
2020-06-13,Portugal,7973
2020-06-13,Slovakia,479
2020-06-13,Slovenia,291
2020-06-13,South Korea,14109
2020-06-13,Spain,0
2020-06-13,Switzerland,4356
2020-06-13,Taiwan,118
2020-06-13,Turkey,45092
2020-06-13,United Kingdom,98974
2020-06-13,United States,531525
