tDate,Country,NumberOfTest
2022-05-17,Australia,70755635
2022-05-17,Austria,185625927
2022-05-17,Belgium,33947009
2022-05-17,Canada,61608584
2022-05-17,Chile,37522606
2022-05-17,Colombia,0
2022-05-17,Czechia,54427221
2022-05-17,Denmark,64444826
2022-05-17,Estonia,3380836
2022-05-17,Finland,10872971
2022-05-17,France,273037791
2022-05-17,Greece,0
2022-05-17,Iceland,1335052
2022-05-17,Ireland,12164706
2022-05-17,Israel,50968055
2022-05-17,Italy,218293677
2022-05-17,Japan,48656422
2022-05-17,Latvia,7183715
2022-05-17,Lithuania,8686067
2022-05-17,Luxembourg,4254833
2022-05-17,Mexico,15233938
2022-05-17,Netherlands,30600181
2022-05-17,New Zealand,0
2022-05-17,Norway,11105475
2022-05-17,Portugal,42062040
2022-05-17,Slovenia,5207067
2022-05-17,South Korea,47450817
2022-05-17,Spain,91468284
2022-05-17,Taiwan,9855238
2022-05-17,Turkey,161301963
2022-05-17,United Kingdom,502589957
2022-05-17,United States,887422634
