Date,Country,NumberOfTest
2021-03-01,Australia,24226
2021-03-01,Austria,95564
2021-03-01,Belgium,43333
2021-03-01,Canada,101453
2021-03-01,Chile,56754
2021-03-01,Colombia,32140
2021-03-01,Costa Rica,2207
2021-03-01,Czechia,126402
2021-03-01,Denmark,168917
2021-03-01,Estonia,6598
2021-03-01,Finland,18355
2021-03-01,France,404245
2021-03-01,Germany,0
2021-03-01,Greece,17936
2021-03-01,Hungary,20230
2021-03-01,Iceland,456
2021-03-01,Ireland,12210
2021-03-01,Israel,91179
2021-03-01,Italy,237611
2021-03-01,Japan,60090
2021-03-01,Latvia,3451
2021-03-01,Lithuania,8137
2021-03-01,Luxembourg,9443
2021-03-01,Mexico,30629
2021-03-01,Netherlands,0
2021-03-01,New Zealand,4649
2021-03-01,Norway,26941
2021-03-01,Poland,53266
2021-03-01,Portugal,26639
2021-03-01,Slovakia,270522
2021-03-01,Slovenia,4487
2021-03-01,South Korea,15893
2021-03-01,Spain,0
2021-03-01,Sweden,36440
2021-03-01,Switzerland,27770
2021-03-01,Taiwan,276
2021-03-01,Turkey,130536
2021-03-01,United Kingdom,727972
2021-03-01,United States,992297
