Date,Country,NumberOfTest
2021-07-24,Australia,0
2021-07-24,Austria,399696
2021-07-24,Belgium,55125
2021-07-24,Canada,36045
2021-07-24,Chile,60817
2021-07-24,Colombia,68166
2021-07-24,Costa Rica,8879
2021-07-24,Czechia,89304
2021-07-24,Denmark,52942
2021-07-24,Estonia,2075
2021-07-24,Finland,12425
2021-07-24,France,565413
2021-07-24,Germany,0
2021-07-24,Greece,0
2021-07-24,Hungary,0
2021-07-24,Iceland,2883
2021-07-24,Israel,60738
2021-07-24,Italy,319356
2021-07-24,Japan,32099
2021-07-24,Latvia,10575
2021-07-24,Lithuania,7338
2021-07-24,Luxembourg,6500
2021-07-24,Mexico,16162
2021-07-24,Netherlands,0
2021-07-24,New Zealand,0
2021-07-24,Norway,7535
2021-07-24,Poland,83276
2021-07-24,Portugal,58524
2021-07-24,Slovakia,11706
2021-07-24,Slovenia,740
2021-07-24,South Korea,0
2021-07-24,Switzerland,22858
2021-07-24,Taiwan,14580
2021-07-24,United Kingdom,757350
2021-07-24,United States,526377
