Date,Country,NumberOfTest
2020-09-27,Australia,0
2020-09-27,Austria,9865
2020-09-27,Belgium,20395
2020-09-27,Canada,169804
2020-09-27,Chile,39405
2020-09-27,Colombia,31669
2020-09-27,Costa Rica,2422
2020-09-27,Czechia,10468
2020-09-27,Denmark,39623
2020-09-27,Estonia,3873
2020-09-27,Finland,8978
2020-09-27,France,23339
2020-09-27,Germany,0
2020-09-27,Greece,9966
2020-09-27,Hungary,10073
2020-09-27,Iceland,765
2020-09-27,Ireland,11878
2020-09-27,Israel,25283
2020-09-27,Italy,141451
2020-09-27,Japan,4550
2020-09-27,Latvia,1660
2020-09-27,Lithuania,1880
2020-09-27,Luxembourg,706
2020-09-27,Mexico,3828
2020-09-27,Netherlands,0
2020-09-27,New Zealand,3612
2020-09-27,Norway,5994
2020-09-27,Poland,37351
2020-09-27,Portugal,11412
2020-09-27,Slovakia,1954
2020-09-27,Slovenia,909
2020-09-27,South Korea,5802
2020-09-27,Spain,0
2020-09-27,Sweden,18407
2020-09-27,Switzerland,2802
2020-09-27,Taiwan,204
2020-09-27,Turkey,101119
2020-09-27,United Kingdom,263526
2020-09-27,United States,596826
