Date,Country,NumberOfTest
2020-04-09,Australia,10766
2020-04-09,Austria,5532
2020-04-09,Belgium,8224
2020-04-09,Canada,24160
2020-04-09,Chile,0
2020-04-09,Costa Rica,263
2020-04-09,Denmark,2522
2020-04-09,Estonia,1604
2020-04-09,Finland,2549
2020-04-09,Germany,0
2020-04-09,Greece,1106
2020-04-09,Hungary,2078
2020-04-09,Iceland,1502
2020-04-09,Ireland,5487
2020-04-09,Israel,5748
2020-04-09,Italy,46244
2020-04-09,Japan,2841
2020-04-09,Latvia,1422
2020-04-09,Lithuania,3234
2020-04-09,Luxembourg,863
2020-04-09,Mexico,1711
2020-04-09,Netherlands,0
2020-04-09,New Zealand,3788
2020-04-09,Norway,1330
2020-04-09,Poland,8313
2020-04-09,Portugal,12209
2020-04-09,Slovakia,2301
2020-04-09,Slovenia,1234
2020-04-09,South Korea,11057
2020-04-09,Taiwan,1576
2020-04-09,Turkey,28578
2020-04-09,United Kingdom,18843
2020-04-09,United States,175023
