Date,Country,NumberOfTest
2020-07-09,Australia,54425
2020-07-09,Austria,7507
2020-07-09,Belgium,12535
2020-07-09,Canada,84904
2020-07-09,Chile,16842
2020-07-09,Colombia,21272
2020-07-09,Costa Rica,1750
2020-07-09,Denmark,14341
2020-07-09,Estonia,567
2020-07-09,Finland,4876
2020-07-09,France,68827
2020-07-09,Germany,0
2020-07-09,Greece,3535
2020-07-09,Hungary,909
2020-07-09,Iceland,141
2020-07-09,Ireland,3945
2020-07-09,Israel,29988
2020-07-09,Italy,82499
2020-07-09,Japan,7700
2020-07-09,Latvia,1715
2020-07-09,Lithuania,3444
2020-07-09,Luxembourg,11000
2020-07-09,Mexico,13978
2020-07-09,Netherlands,0
2020-07-09,New Zealand,2665
2020-07-09,Norway,4820
2020-07-09,Poland,42637
2020-07-09,Portugal,15258
2020-07-09,Slovakia,2172
2020-07-09,Slovenia,1390
2020-07-09,South Korea,12136
2020-07-09,Spain,0
2020-07-09,Switzerland,8508
2020-07-09,Taiwan,188
2020-07-09,Turkey,50103
2020-07-09,United Kingdom,137861
2020-07-09,United States,1011356
