tDate,Country,NumberOfTest
2020-06-02,Australia,18167
2020-06-02,Austria,4558
2020-06-02,Belgium,10656
2020-06-02,Canada,59795
2020-06-02,Chile,13442
2020-06-02,Colombia,0
2020-06-02,Costa Rica,264
2020-06-02,Denmark,15549
2020-06-02,Estonia,1522
2020-06-02,Finland,2875
2020-06-02,France,49097
2020-06-02,Germany,0
2020-06-02,Greece,3167
2020-06-02,Hungary,2004
2020-06-02,Iceland,199
2020-06-02,Ireland,1827
2020-06-02,Israel,11757
2020-06-02,Italy,77787
2020-06-02,Japan,4526
2020-06-02,Latvia,1681
2020-06-02,Lithuania,6086
2020-06-02,Luxembourg,1590
2020-06-02,Mexico,9939
2020-06-02,Netherlands,0
2020-06-02,New Zealand,1149
2020-06-02,Norway,3849
2020-06-02,Poland,26901
2020-06-02,Portugal,15640
2020-06-02,Slovakia,2336
2020-06-02,Slovenia,807
2020-06-02,South Korea,13596
2020-06-02,Spain,0
2020-06-02,Switzerland,4135
2020-06-02,Taiwan,178
2020-06-02,Turkey,32325
2020-06-02,United Kingdom,92299
2020-06-02,United States,521163
