Date,Country,NumberOfTest
2021-05-28,Australia,95647
2021-05-28,Austria,332288
2021-05-28,Belgium,53280
2021-05-28,Canada,100596
2021-05-28,Chile,72575
2021-05-28,Colombia,80965
2021-05-28,Costa Rica,6907
2021-05-28,Czechia,191664
2021-05-28,Denmark,152513
2021-05-28,Estonia,4037
2021-05-28,Finland,18748
2021-05-28,France,446258
2021-05-28,Germany,0
2021-05-28,Greece,48989
2021-05-28,Hungary,15551
2021-05-28,Israel,33924
2021-05-28,Italy,322300
2021-05-28,Japan,118523
2021-05-28,Latvia,14870
2021-05-28,Lithuania,25563
2021-05-28,Luxembourg,9837
2021-05-28,Mexico,13893
2021-05-28,Netherlands,0
2021-05-28,New Zealand,5131
2021-05-28,Norway,19781
2021-05-28,Poland,110654
2021-05-28,Portugal,59079
2021-05-28,Slovakia,94974
2021-05-28,Slovenia,3701
2021-05-28,South Korea,36550
2021-05-28,Spain,0
2021-05-28,Sweden,32800
2021-05-28,Switzerland,31134
2021-05-28,Taiwan,28957
2021-05-28,Turkey,220162
2021-05-28,United Kingdom,679217
2021-05-28,United States,827698
