Date,Country,NumberOfTest
2020-04-02,Australia,0
2020-04-02,Austria,75356
2020-04-02,Belgium,6088
2020-04-02,Canada,34154
2020-04-02,Costa Rica,132
2020-04-02,Denmark,5749
2020-04-02,Estonia,2595
2020-04-02,Finland,2331
2020-04-02,Germany,0
2020-04-02,Greece,1494
2020-04-02,Hungary,1193
2020-04-02,Iceland,1265
2020-04-02,Ireland,1975
2020-04-02,Israel,10226
2020-04-02,Italy,39809
2020-04-02,Japan,4685
2020-04-02,Latvia,1024
2020-04-02,Lithuania,2503
2020-04-02,Luxembourg,1341
2020-04-02,Mexico,1721
2020-04-02,Netherlands,0
2020-04-02,New Zealand,4057
2020-04-02,Norway,3561
2020-04-02,Poland,5377
2020-04-02,Portugal,9299
2020-04-02,Slovakia,1454
2020-04-02,Slovenia,1064
2020-04-02,South Korea,8896
2020-04-02,Taiwan,822
2020-04-02,Turkey,18757
2020-04-02,United Kingdom,13457
2020-04-02,United States,162209
