Date,Country,NumberOfTest
2020-09-17,Australia,54357
2020-09-17,Austria,15272
2020-09-17,Belgium,43222
2020-09-17,Canada,143409
2020-09-17,Chile,31646
2020-09-17,Colombia,50955
2020-09-17,Costa Rica,2308
2020-09-17,Czechia,23591
2020-09-17,Denmark,52062
2020-09-17,Estonia,2715
2020-09-17,Finland,18415
2020-09-17,France,244134
2020-09-17,Germany,0
2020-09-17,Greece,0
2020-09-17,Hungary,12381
2020-09-17,Iceland,3104
2020-09-17,Ireland,14663
2020-09-17,Israel,58810
2020-09-17,Italy,164224
2020-09-17,Japan,23313
2020-09-17,Latvia,2767
2020-09-17,Lithuania,5437
2020-09-17,Luxembourg,4179
2020-09-17,Mexico,15302
2020-09-17,Netherlands,0
2020-09-17,New Zealand,0
2020-09-17,Norway,15294
2020-09-17,Poland,44065
2020-09-17,Portugal,21699
2020-09-17,Slovakia,5542
2020-09-17,Slovenia,3557
2020-09-17,South Korea,13394
2020-09-17,Spain,0
2020-09-17,Sweden,19924
2020-09-17,Switzerland,15142
2020-09-17,Taiwan,680
2020-09-17,Turkey,109985
2020-09-17,United Kingdom,240202
2020-09-17,United States,1156715
