tDate,Country,NumberOfTest
2021-12-06,Australia,147795
2021-12-06,Austria,380547
2021-12-06,Belgium,86044
2021-12-06,Canada,83222
2021-12-06,Chile,59999
2021-12-06,Colombia,51652
2021-12-06,Czechia,125325
2021-12-06,Denmark,209423
2021-12-06,Estonia,6478
2021-12-06,Finland,10437
2021-12-06,France,1023653
2021-12-06,Greece,103253
2021-12-06,Hungary,106764
2021-12-06,Iceland,2640
2021-12-06,Ireland,30004
2021-12-06,Israel,115079
2021-12-06,Italy,344655
2021-12-06,Japan,48000
2021-12-06,Latvia,4167
2021-12-06,Lithuania,18645
2021-12-06,Luxembourg,3026
2021-12-06,Mexico,17119
2021-12-06,Netherlands,79297
2021-12-06,New Zealand,18236
2021-12-06,Norway,34958
2021-12-06,Poland,147301
2021-12-06,Portugal,126228
2021-12-06,Slovakia,90669
2021-12-06,Slovenia,5486
2021-12-06,Spain,0
2021-12-06,Switzerland,63874
2021-12-06,Taiwan,20538
2021-12-06,Turkey,354269
2021-12-06,United Kingdom,1093086
2021-12-06,United States,1150174
