tDate,Country,NumberOfTest
2022-01-11,Australia,0
2022-01-11,Austria,515761
2022-01-11,Belgium,109807
2022-01-11,Canada,115867
2022-01-11,Chile,50535
2022-01-11,Colombia,112510
2022-01-11,Costa Rica,11526
2022-01-11,Czechia,98603
2022-01-11,Denmark,191944
2022-01-11,Estonia,9032
2022-01-11,Finland,23347
2022-01-11,Greece,583206
2022-01-11,Hungary,9234
2022-01-11,Ireland,42109
2022-01-11,Israel,389877
2022-01-11,Italy,1375514
2022-01-11,Japan,110955
2022-01-11,Latvia,13969
2022-01-11,Lithuania,28352
2022-01-11,Luxembourg,6609
2022-01-11,Mexico,24803
2022-01-11,New Zealand,0
2022-01-11,Norway,25776
2022-01-11,Poland,187664
2022-01-11,Portugal,249687
2022-01-11,Slovakia,45304
2022-01-11,Slovenia,14819
2022-01-11,Switzerland,98486
2022-01-11,Taiwan,23753
2022-01-11,Turkey,430253
2022-01-11,United Kingdom,1513015
