Date,Country,NumberOfTest
2020-10-21,Australia,45759
2020-10-21,Austria,21077
2020-10-21,Belgium,80816
2020-10-21,Canada,128320
2020-10-21,Chile,18846
2020-10-21,Colombia,47064
2020-10-21,Costa Rica,3064
2020-10-21,Czechia,45245
2020-10-21,Denmark,47533
2020-10-21,Estonia,2337
2020-10-21,Finland,17648
2020-10-21,France,321828
2020-10-21,Germany,0
2020-10-21,Greece,23900
2020-10-21,Hungary,9113
2020-10-21,Iceland,1602
2020-10-21,Ireland,16779
2020-10-21,Israel,43454
2020-10-21,Italy,284336
2020-10-21,Japan,22144
2020-10-21,Latvia,5312
2020-10-21,Lithuania,10045
2020-10-21,Luxembourg,13703
2020-10-21,Mexico,18581
2020-10-21,Netherlands,0
2020-10-21,New Zealand,7083
2020-10-21,Norway,16269
2020-10-21,Poland,117426
2020-10-21,Portugal,34052
2020-10-21,Slovakia,9365
2020-10-21,Slovenia,6215
2020-10-21,South Korea,12066
2020-10-21,Spain,0
2020-10-21,Sweden,23961
2020-10-21,Switzerland,28178
2020-10-21,Taiwan,215
2020-10-21,Turkey,117943
2020-10-21,United Kingdom,310331
2020-10-21,United States,1478884
